sptno,sptto,year,totamt,otsramt,gsumtrlct,stlct,cntrdt,stwrdt,ccwdt,gongi
C2021023,1,2022년,6789900000,4000000000,2789900000,0,2021-03-15,2021-03-15,2022-04-30,410.0
C2021023,0,전체,12101344240,8824844240,3276500000,0,2021-03-15,2021-03-15,2023-03-04,718.0
C2006018,5,2014년,87970520000,73094000000,1472520000,13404000000,2008-12-30,2009-01-02,2014-12-30,2187.0
C2006018,4,2008년,15461000000,4688000000,13000000,10760000000,2008-02-21,2008-02-27,2008-12-22,298.0
C2006018,3,2007년,5800000000,2500000000,0,3300000000,2007-02-22,2007-02-22,2007-12-19,299.0
C2006018,2,2006년,397000000,200000000,0,197000000,2006-10-18,2006-10-19,2006-12-19,60.0
C2006018,1,2006년,5000000,5000000,0,0,2006-02-27,2006-03-27,2006-12-31,278.0
C2006018,0,전체,112472520000,80487000000,1485520000,30500000000,2006-02-27,2006-03-06,2014-12-30,3220.0
C2004003,6,2014년,198460000000,192332000000,3711000000,2417000000,2008-04-16,2008-04-16,2014-12-31,2449.0
C2004003,5,2008년,10000000000,9977000000,23000000,0,2007-02-22,2007-02-23,2008-04-10,411.0
C2004003,4,2006년,1678000000,50000000,0,1628000000,2006-11-29,2006-12-01,2006-12-12,10.0
C2004003,3,2006년,4138000000,3604000000,0,534000000,2005-01-27,2005-01-28,2005-12-19,324.0
C2004003,2,2005년,7300000000,3300000000,0,4000000000,2004-03-24,2004-03-24,2004-12-18,268.0
C2004003,1,2004년,3050000000,50000000,0,3000000000,2004-02-19,2004-02-20,2004-05-19,88.0
C2004003,0,전체,222497000000,209322442000,3724558000,9450000000,2004-02-19,2004-02-20,2014-12-31,3966.0
C2006016,5,2018년,153298683630,153298683630,0,0,2009-02-05,2009-02-09,2018-01-31,3277.0
C2006016,4,2009년,19581000000,12496000000,742000000,6343000000,2008-02-21,2008-02-27,2009-02-20,358.0
C2006016,3,2008년,14983000000,5899000000,640000000,8444000000,2007-02-14,2007-02-22,2008-12-18,664.0
C2006016,2,2007년,4097000000,3000000000,423000000,674000000,2006-09-11,2006-09-13,2007-07-10,299.0
C2006016,1,2006년,20000000,10000000,10000000,0,2006-02-17,2006-02-21,2006-12-18,299.0
C2006016,0,전체,199448000000,163162000000,609000000,35677000000,2006-02-17,2006-02-21,2017-12-31,4330.0
C2016032,6,2021년,20215000000,17419350300,2795649700,0,2021-01-13,2021-01-18,2021-12-31,346.0
C2016032,5,2020년,16766665000,14553197960,2213467040,0,2020-01-14,2020-01-15,2020-12-31,350.0
C2016032,4,2019년,13022000000,11203735530,1418264470,400000000,2019-01-09,2019-01-21,2019-12-31,343.0
C2016032,3,2018년,9566000000,7294187370,1121812630,1150000000,2018-01-15,2018-03-02,2018-12-31,303.0
C2016032,2,2018년,12704000000,11872851190,831148810,0,2017-01-16,2017-01-16,2018-05-06,474.0
C2016032,1,2017년,767409100,504933800,250066200,12409100,2016-10-21,2016-10-31,2017-12-29,423.0
C2016032,0,전체,89407000000,89407000000,0,0,2016-10-21,2016-10-31,2023-09-24,2518.0
C2006017,5,2018년,143557000000,119622000000,331000000,23604000000,2009-01-12,2009-01-16,2018-08-31,3513.0
C2006017,4,2009년,22011000000,15834000000,16000000,6161000000,2008-02-21,2008-02-27,2009-06-20,478.0
C2006017,3,2008년,12600000000,4090000000,10000000,8500000000,2007-02-14,2007-02-22,2007-12-29,309.0
C2006017,2,2006년,4990000000,300000000,0,4690000000,2006-10-13,2006-10-19,2006-12-12,53.0
C2006017,1,2006년,10000000,10000000,0,0,2006-02-09,2006-02-14,2006-10-18,245.0
C2006017,0,전체,185846000000,141749000000,377000000,43720000000,2006-02-09,2006-02-14,2018-09-14,4594.0
C2018031,4,2021년,20051000000,16150000000,2132000000,1769000000,2021-01-22,2021-01-25,2021-12-30,338.0
C2018031,3,2020년,35657731000,15775317000,2430414000,17452000000,2020-01-17,2020-01-22,2020-12-26,338.0
C2018031,2,2019년,23371000000,2922000000,2049000000,18400000000,2019-01-25,2019-01-28,2019-12-23,328.0
C2018031,1,2019년,3762000000,3762000000,0,0,2018-05-22,2018-10-17,2019-12-23,431.0
C2018031,0,전체,154969400000,90678300000,21230100000,43061000000,2018-10-16,2018-10-17,2025-09-09,2518.0
C2009105,8,2016년,6330678000,6008000000,322678000,0,2016-01-08,2016-01-11,2016-06-30,170.0
C2009105,7,2015년,3803000000,3343000000,460000000,0,2015-03-13,2015-03-16,2015-12-28,286.0
C2009105,6,2014년,1202000000,65000,78935000,1123000000,2014-04-15,2014-04-16,2014-12-31,258.0
C2009105,5,2014년,9559000000,7823327620,86672380,1649000000,2013-03-08,2013-03-15,2014-12-30,654.0
C2009105,4,2013년,9679000000,5529921620,18078380,4131000000,2012-02-02,2012-02-07,2013-03-02,388.0
C2009105,3,2011년,5800000000,791200000,8800000,5000000000,2011-02-10,2011-02-15,2011-12-31,318.0
C2009105,2,2011년,9592000000,5920000000,0,3672000000,2010-01-20,2010-01-25,2011-09-23,605.0
C2009105,1,2010년,1630000000,1530000000,0,100000000,2009-12-23,2009-12-28,2010-12-25,361.0
C2009105,0,전체,47597060000,30946023000,976037000,15675000000,2009-12-23,2009-12-28,2015-12-31,2193.0
C2009104,4,2015년,90994055000,90462500000,181555000,350000000,2012-02-03,2012-02-15,2015-12-31,1414.0
C2009104,3,2012년,9280000000,7016500000,1500000,2262000000,2011-01-28,2011-01-28,2012-03-22,418.0
C2009104,2,2011년,6000000000,5649000000,0,351000000,2010-01-22,2010-01-22,2011-06-07,500.0
C2009104,1,2010년,6822000000,6722000000,0,100000000,2009-12-11,2009-12-11,2010-12-30,383.0
C2009104,0,전체,91141302000,91141302000,0,0,2009-12-11,2009-12-11,2015-12-31,2210.0
C2009106,5,2018년,75458305710,75458305710,0,0,2012-02-01,2012-02-07,2018-05-31,2304.0
C2009106,4,2012년,15378000000,8101000000,0,7277000000,2011-01-31,2011-02-01,2012-03-25,417.0
C2009106,3,2011년,10150000000,5450000000,0,4700000000,2010-01-21,2010-01-25,2011-12-15,688.0
C2009106,2,2010년,1900000000,1500000000,0,400000000,2009-12-23,2009-12-24,2010-10-30,309.0
C2009106,1,2009년,50000000,50000000,0,0,2009-12-10,2009-12-14,2009-12-31,16.0
C2009106,0,전체,90559305710,90559305710,0,0,2009-12-10,2009-12-14,2018-05-31,3089.0
C2017025,3,2019년,2791000000,2473900000,242100000,75000000,2018-01-16,2018-02-05,2019-01-30,358.0
C2017025,2,2017년,3217000000,1246000000,0,1971000000,2017-06-20,2017-06-30,2017-12-30,182.0
C2017025,1,2017년,30000000,30000000,0,0,2017-03-17,2017-03-20,2017-04-18,28.0
C2017025,0,전체,12573600000,8815950000,1675650000,2082000000,2017-03-17,2017-03-20,2021-02-26,1438.0
C2006006,9,2014년,15560000000,14825355000,111645000,623000000,2013-02-21,2013-02-21,2014-12-14,660.0
C2006006,8,2013년,11000000000,10872355000,127645000,0,2012-02-20,2012-03-05,2013-12-10,644.0
C2006006,7,2012년,14927000000,13070000000,0,1857000000,2011-02-10,2011-02-11,2012-09-28,594.0
C2006006,6,2010년,2803000000,1568000000,0,1235000000,2010-01-26,2010-01-26,2010-12-31,338.0
C2006006,5,2009년,16000000000,9948000000,0,6052000000,2009-01-15,2009-01-16,2010-03-22,429.0
C2006006,4,2008년,5115000000,3000000000,0,2115000000,2008-02-22,2008-02-27,2009-01-21,328.0
C2006006,3,2007년,4800000000,3300000000,0,1500000000,2007-02-23,2007-03-05,2008-04-08,399.0
C2006006,2,2006년,2908000000,1500000000,0,1408000000,2006-02-13,2006-02-20,2006-12-31,313.0
C2006006,10,2015년,11109582800,10851000000,257582800,1000000,2015-01-29,2015-01-29,2015-12-17,321.0
C2006006,1,2006년,10000000,10000000,0,0,2006-01-09,2006-02-06,2006-12-02,298.0
C2006006,0,전체,63383000000,48531000000,0,14852000000,2006-01-19,2006-02-06,2015-12-17,3600.0
C2007032,4,2016년,104007865560,79392000000,6110260560,18505605000,2009-01-13,2009-01-14,2016-12-31,2907.0
C2007032,3,2008년,2504395000,1500000000,410000000,594395000,2008-02-21,2008-02-27,2008-12-22,298.0
C2007032,2,2007년,296000000,35000000,261000000,0,2007-07-13,2007-07-19,2007-12-31,164.0
C2007032,1,2007년,10000000,5000000,5000000,0,2007-05-01,2007-05-07,2007-07-06,59.0
C2007032,0,전체,106818260560,80932000000,6786260560,19100000000,2007-05-01,2007-05-07,2016-12-31,3525.0
C2007031,4,2016년,65821910240,55146000000,0,10675910240,2009-01-13,2009-01-15,2016-12-31,2906.0
C2007031,3,2009년,2753000000,1000000000,0,1753000000,2008-02-26,2008-02-28,2009-08-21,539.0
C2007031,2,2008년,1765000000,31000000,0,1734000000,2007-07-18,2007-07-19,2007-12-31,164.0
C2007031,1,2007년,1534000000,5000000,0,1529000000,2007-04-23,2007-04-25,2007-06-24,59.0
C2007031,0,전체,48118600000,48118600000,0,0,2007-04-23,2007-04-25,2016-12-31,3537.0
C2004128,7,2010년,562000000,456000000,106000000,0,2010-01-20,2010-01-26,2010-11-17,294.0
C2004128,6,2009년,3000000000,2902660000,97340000,0,2009-01-05,2009-01-05,2009-12-22,350.0
C2004128,5,2008년,1100000000,1076200000,23800000,0,2008-03-13,2008-03-14,2008-12-22,282.0
C2004128,4,2007년,700000000,370055000,329945000,0,2007-02-14,2007-02-20,2007-10-15,236.0
C2004128,3,2006년,500000000,452500000,47500000,0,2006-02-17,2006-02-21,2006-07-14,142.0
C2004128,2,2005년,1153000000,360000000,0,793000000,2005-02-03,2005-02-05,2005-11-23,290.0
C2004128,1,2004년,510000000,10000000,0,500000000,2004-12-20,2004-12-24,2004-12-27,2.0
C2004128,0,전체,7525000000,5627415000,604585000,1293000000,2004-12-20,2004-12-24,2010-11-17,2153.0
C2005019,2,2006년,585000000,538820000,46180000,0,2006-02-16,2006-02-21,,239.0
C2005019,1,2005년,50000000,50000000,0,0,2005-05-23,2005-05-30,,214.0
C2005019,0,전체,7355258000,6507258000,848000000,0,2005-05-21,2005-05-30,2009-12-22,1666.0
C2011030,5,2015년,1615894970,1570205970,45689000,0,2015-01-16,2015-01-19,2015-06-14,145.0
C2011030,4,2015년,3089000000,2748070590,340929410,0,2014-02-12,2014-02-12,2015-01-02,323.0
C2011030,3,2013년,3000000000,2632451000,367549000,0,2013-04-09,2013-04-11,2013-12-20,252.0
C2011030,2,2013년,8500000000,6409000000,791000000,1300000000,2012-02-01,2012-02-06,2013-09-24,595.0
C2011030,1,2011년,10000000,10000000,0,0,2011-12-21,2011-12-26,2011-12-27,0.0
C2011030,0,전체,10354198700,8187438700,866760000,1300000000,2011-12-21,2011-12-26,2014-12-09,1078.0
C2015034,5,2019년,4944092340,3157180470,583474530,1203437340,2019-01-24,2019-01-28,2019-12-30,335.0
C2015034,4,2018년,4107000000,3781470580,315529420,10000000,2018-01-26,2018-02-19,2018-12-10,293.0
C2015034,3,2017년,7180000000,3567880420,632119580,2980000000,2017-01-26,2017-02-01,2017-12-10,311.0
C2015034,2,2016년,7100000000,1694687000,405313000,5000000000,2016-02-03,2016-02-04,2016-12-29,328.0
C2015034,1,2016년,10000000,10000000,0,0,2015-12-07,2015-12-09,2015-12-31,21.0
C2015034,0,전체,27000073600,12174338000,1925735600,12900000000,2015-12-07,2015-12-09,2019-12-30,1481.0
C2014005,6,2018년,5411000000,4837106190,573893810,0,2018-01-25,2018-02-01,2018-11-23,294.0
C2014005,5,2017년,3700000000,3442481030,257518970,0,2017-01-31,2017-02-01,2017-12-10,311.0
C2014005,4,2016년,4355000000,3048825210,951174790,355000000,2016-01-29,2016-02-01,2016-12-26,328.0
C2014005,3,2016년,7429000000,3037857070,682142930,3709000000,2015-01-30,2015-02-02,2015-12-22,322.0
C2014005,2,2015년,14278000000,1358559410,319440590,12600000000,2014-02-11,2014-02-12,2014-12-24,314.0
C2014005,1,2013년,98000000,30000000,0,68000000,2013-12-19,2013-12-20,2013-12-24,3.0
C2014005,0,전체,35410000000,15754828910,2784171090,16871000000,2013-12-19,2013-12-20,2018-11-23,1798.0
C2016001,7,2021년,3855000000,3577137930,277862070,0,2021-01-25,2021-01-25,2021-12-31,339.0
C2016001,6,2020년,4280000000,3737999150,542000850,0,2020-01-14,2020-01-20,2020-12-10,324.0
C2016001,5,2019년,3900000000,3556446740,343553260,0,2019-01-25,2019-01-28,2019-12-10,315.0
C2016001,4,2018년,1868000000,1063322000,436678000,368000000,2018-01-30,2018-02-01,2018-12-10,311.0
C2016001,3,2017년,3700000000,2750335080,949664920,0,2017-01-26,2017-02-01,2017-12-10,311.0
C2016001,2,2016년,2525000000,1325146930,174853070,1025000000,2016-02-03,2016-02-04,2016-12-29,328.0
C2016001,1,2015년,10000000,10000000,0,0,2015-12-01,2015-12-14,2015-12-23,8.0
C2016001,0,전체,20362000000,16020387830,2724612170,1617000000,2015-12-01,2015-12-14,2021-12-31,2208.0
C2017018,5,2020년,2379000000,1888960740,490039260,0,2020-01-15,2020-01-20,2020-10-31,284.0
C2017018,4,2019년,4365469690,3064571660,1035428340,265469690,2019-01-28,2019-01-28,2019-12-10,315.0
C2017018,3,2018년,3940000000,2549869500,790130500,600000000,2018-01-29,2018-02-01,2018-12-21,322.0
C2017018,2,2017년,2000000000,1587771100,412228900,0,2017-03-30,2017-03-31,2017-12-11,254.0
C2017018,1,2017년,10000000,10000000,0,0,2017-03-02,2017-03-06,2017-03-31,24.0
C2017018,0,전체,12694469690,9101173000,2727827000,865469690,2017-03-02,2017-03-06,2020-10-31,1334.0
C2007076,8,2014년,2757600000,2728000000,29600000,0,2014-02-13,2014-02-14,2014-05-09,83.0
C2007076,7,2013년,5200000000,5196400000,3600000,0,2013-04-10,2013-04-11,2014-01-05,268.0
C2007076,6,2012년,6082000000,6076200000,5800000,0,2012-02-01,2012-02-07,2012-12-31,327.0
C2007076,5,2012년,6257000000,5000000000,0,1257000000,2011-01-25,2011-01-27,2011-12-30,336.0
C2007076,4,2010년,5625000000,4700000000,0,925000000,2010-01-22,2010-01-25,2010-12-30,338.0
C2007076,3,2009년,5891400000,5091400000,0,800000000,2008-12-30,2009-01-02,2009-12-29,360.0
C2007076,2,2008년,1000000000,1000000000,0,0,2008-03-11,2008-03-12,2008-12-29,291.0
C2007076,1,2007년,10000000,10000000,0,0,2007-12-13,2007-12-20,2007-12-31,10.0
C2007076,0,전체,28759000000,26236000000,0,2523000000,2007-12-13,2007-12-20,2014-05-09,2331.0
C2017028,6,2021년,7000000000,4520000000,2480000000,0,2021-01-21,2021-01-25,2021-12-17,325.0
C2017028,5,2020년,4500000000,2548999740,951000260,1000000000,2020-01-17,2020-01-20,2020-12-10,324.0
C2017028,4,2019년,3000000000,1061825360,638174640,1300000000,2019-01-25,2019-01-28,2019-12-10,315.0
C2017028,3,2018년,6848000000,1549131370,1450868630,3848000000,2018-01-25,2018-02-01,2018-12-10,311.0
C2017028,2,2017년,1666000000,669520550,930479450,66000000,2017-06-21,2017-06-22,2017-12-24,184.0
C2017028,1,2017년,100000000,100000000,0,0,2017-04-21,2017-04-25,2017-07-23,88.0
C2017028,0,전체,49029460000,27785807000,14150653000,7093000000,2017-04-21,2019-01-28,2024-12-31,2163.0
C2017030,7,2022년,6000000000,4600000000,1400000000,0,2022-02-04,2022-02-07,2022-12-20,315.0
C2017030,6,2021년,9110000000,7201493910,953506090,955000000,2021-01-21,2021-01-25,2021-12-17,325.0
C2017030,5,2020년,7655000000,5114300000,1385700000,1155000000,2020-03-24,2020-01-20,2020-12-10,324.0
C2017030,4,2019년,2554000000,929695050,224304950,1400000000,2019-01-24,2019-01-28,2019-12-10,315.0
C2017030,3,2018년,9695000000,1425154000,227846000,8042000000,2018-01-30,2018-03-05,2018-12-10,279.0
C2017030,2,2017년,1403000000,1264149320,70850680,68000000,2017-06-20,2017-06-22,2017-12-24,184.0
C2017030,1,2017년,120785150,120785150,0,0,2017-05-02,2017-05-08,2017-08-05,88.0
C2017030,0,전체,69487000000,41758000000,9129000000,18600000000,2017-05-02,2017-05-08,2024-12-31,2793.0
C2017027,6,2021년,8000000000,5868000000,2132000000,0,2021-01-25,2021-01-25,2021-12-17,325.0
C2017027,5,2020년,6432000000,4827673000,1172327000,432000000,2020-01-15,2020-01-20,2020-12-10,324.0
C2017027,4,2019년,3000000000,1554476850,145523150,1300000000,2019-01-24,2019-01-28,2019-12-10,315.0
C2017027,3,2018년,9785000000,343040540,254959460,9187000000,2018-02-12,2018-03-05,2018-12-10,279.0
C2017027,2,2017년,1015000000,611312940,337687060,66000000,2017-06-21,2017-06-22,2017-12-29,189.0
C2017027,1,2017년,100000000,100000000,0,0,2017-04-17,2017-04-18,2017-07-16,88.0
C2017027,0,전체,57068000000,34630000000,8013000000,14425000000,2017-04-17,2017-04-18,2022-03-22,1798.0
C2017038,6,2023년,29808000000,24137000000,5671000000,0,2022-01-21,2022-02-03,2023-01-28,358.0
C2017038,5,2022년,24982000000,13396295000,3585705000,8000000000,2021-01-15,2021-01-18,2022-01-12,358.0
C2017038,4,2021년,31466000000,10831082000,2237918000,18397000000,2020-01-13,2020-01-15,2021-01-08,358.0
C2017038,3,2020년,9460238000,9460238000,0,0,2019-01-18,2019-01-21,2020-01-15,358.0
C2017038,2,2018년,27334419000,6606000000,375419000,20353000000,2018-01-23,2018-01-26,2019-01-20,358.0
C2017038,1,2018년,14042000000,1456000000,144000000,12442000000,2017-06-23,2017-06-26,2018-01-21,208.0
C2017038,0,전체,162685406214,82067568214,30866838000,49751000000,2017-06-23,2017-06-26,2024-05-19,2518.0
C2014014,9,2021년,15403000000,9086690000,6288310000,28000000,2021-01-15,2021-01-18,2021-12-30,345.0
C2014014,8,2020년,27092000000,16327000000,10700000000,65000000,2020-01-14,2020-01-15,2020-12-29,348.0
C2014014,7,2019년,12824000000,8656077890,4156922110,11000000,2019-01-09,2019-01-21,2019-12-31,343.0
C2014014,6,2018년,8654000000,3853598850,2125401150,2675000000,2018-01-23,2018-01-26,2018-12-31,338.0
C2014014,5,2017년,17330000000,12349405010,4545594990,435000000,2017-01-13,2017-01-16,2017-12-31,348.0
C2014014,4,2016년,16840000000,11805094510,2934905490,2100000000,2016-01-14,2016-01-18,2017-03-22,428.0
C2014014,3,2015년,36878500000,5405306870,1587693130,29885500000,2015-03-30,2015-04-01,2015-12-26,268.0
C2014014,2,2015년,5898000000,199932260,898067740,4800000000,2014-05-13,2014-05-13,2014-12-23,223.0
C2014014,1,2014년,120000000,100000000,0,20000000,2014-02-25,2014-03-03,2014-05-01,58.0
C2014014,0,전체,138986000000,67825100000,31160900000,40000000000,2014-02-25,2014-03-03,2021-12-30,2858.0
C2014017,9,2021년,19632000000,15668610900,3438389100,525000000,2021-01-13,2021-01-18,2021-09-30,254.0
C2014017,8,2020년,22791000000,16996252530,5194747470,600000000,2020-01-16,2020-01-15,2020-12-29,348.0
C2014017,7,2020년,14060637720,14060637720,0,0,2019-01-10,2019-01-14,2020-01-08,358.0
C2014017,6,2018년,18757000000,15206681060,3470318940,80000000,2018-01-12,2018-01-16,2018-12-31,348.0
C2014017,5,2018년,17232000000,13314337060,2382662940,1535000000,2017-01-13,2017-01-16,2018-02-28,407.0
C2014017,4,2016년,13864000000,8569987986,4088012014,1206000000,2016-01-14,2016-01-14,2016-12-22,342.0
C2014017,3,2015년,14192000000,4217000000,2175000000,7800000000,2015-03-30,2015-04-01,2015-12-31,273.0
C2014017,2,2015년,5543000000,260434520,482565480,4800000000,2014-05-13,2014-05-13,2015-01-05,236.0
C2014017,1,2014년,120000000,100000000,20000000,0,2014-02-28,2014-03-03,2014-05-01,58.0
C2014017,0,전체,83545000000,83545000000,0,0,2014-02-28,2014-03-03,2021-09-30,2767.0
C2003100,4,2006년,3486000000,3486000000,0,0,2006-02-20,2006-02-20,,156.0
C2003100,3,2006년,2000000000,2000000000,0,0,2005-01-31,2005-02-02,2005-12-22,322.0
C2003100,2,2005년,2300000000,2300000000,0,0,2004-02-14,2004-02-19,2004-12-22,306.0
C2003100,1,2004년,1000000000,1000000000,0,0,2003-07-29,2003-08-04,2003-12-22,139.0
C2003100,0,전체,8786000000,8786000000,0,0,2003-07-29,2003-08-04,2006-07-19,1079.0
C2004042,9,2013년,7000000000,2000000000,0,5000000000,2012-03-05,2012-03-06,2013-05-01,420.0
C2004042,8,2012년,5681000000,1681000000,0,4000000000,2011-05-12,2011-05-13,2012-07-16,429.0
C2004042,7,2010년,1555000000,1555000000,0,0,2010-01-26,2010-02-01,2010-12-31,332.0
C2004042,6,2009년,1380000000,1380000000,0,0,2008-12-30,2009-01-05,2009-12-31,359.0
C2004042,5,2009년,2722000000,2722000000,0,0,2008-03-14,2008-03-17,2008-12-31,288.0
C2004042,4,2008년,8000000000,8000000000,0,0,2007-02-23,2007-02-26,2007-12-28,304.0
C2004042,3,2006년,7444000000,7444000000,0,0,2006-02-21,2006-02-21,2006-12-28,309.0
C2004042,2,2005년,1234000000,1234000000,0,0,2005-01-29,2005-01-31,2005-12-27,329.0
C2004042,18,2021년,6048932000,6048932000,0,0,2021-01-11,2021-01-11,2021-12-31,353.0
C2004042,17,2021년,4900110000,4900110000,0,0,2020-01-08,2020-01-08,2021-01-01,358.0
C2004042,16,2019년,5437476300,5437476300,0,0,2019-02-27,2019-03-04,2019-12-31,301.0
C2004042,15,2019년,10000000,10000000,0,0,2018-12-27,2018-12-28,2019-05-11,133.0
C2004042,14,2017년,6010000000,0,100000000,5910000000,2017-11-01,2017-11-01,2018-06-30,240.0
C2004042,13,2016년,2300000000,2300000000,0,0,2016-01-29,2016-02-01,2016-12-31,333.0
C2004042,12,2015년,4300000000,4300000000,0,0,2015-01-29,2015-02-05,2015-12-31,328.0
C2004042,11,2014년,4000000000,1500000000,0,2500000000,2014-06-25,2014-06-26,2014-12-31,187.0
C2004042,10,2014년,9600000000,3600000000,0,6000000000,2013-05-02,2013-05-02,2014-06-22,415.0
C2004042,1,2005년,380000000,380000000,0,0,2004-11-11,2004-11-22,2005-06-22,211.0
C2004042,0,전체,55140000000,55140000000,0,0,2004-11-11,2004-11-22,2021-12-31,6247.0
C2004033,9,2012년,5400000000,5400000000,0,0,2011-05-03,2011-05-03,2012-07-06,429.0
C2004033,8,2011년,11000000000,11000000000,0,0,2010-01-28,2010-01-28,2010-01-28,-1.0
C2004033,7,2010년,10000000000,10000000000,0,0,2008-12-30,2009-01-02,2009-12-22,353.0
C2004033,6,2008년,11000000000,11000000000,0,0,2008-02-13,2008-02-21,2008-12-23,305.0
C2004033,5,2008년,15200000000,15200000000,0,0,2007-02-23,2007-02-26,2007-12-24,300.0
C2004033,4,2007년,9258200000,9258200000,0,0,2006-02-20,2006-02-27,2007-01-03,309.0
C2004033,3,2005년,615642000,615642000,0,0,2005-02-04,2005-02-05,2005-12-27,324.0
C2004033,2,2005년,121418000,121418000,0,0,2004-08-18,2004-08-19,2005-10-14,420.0
C2004033,19,2021년,16130000000,16130000000,0,0,2021-01-15,2021-01-15,2021-12-30,348.0
C2004033,18,2021년,17757300000,17757300000,0,0,2020-01-09,2020-01-10,2021-01-03,358.0
C2004033,17,2020년,8021000000,8021000000,0,0,2019-02-28,2019-03-04,2020-03-02,363.0
C2004033,16,2019년,9000000,9000000,0,0,2018-12-28,2018-12-28,2019-05-11,133.0
C2004033,15,2018년,1087000000,1087000000,0,0,2017-11-07,2017-11-08,2018-12-31,417.0
